video_id,dataset_caption_len_words,reference_caption_len_words,bleu_4,meteor,rouge_l_f,reference_caption,error
e420eae8e65c35e599ddf3887bcae01f,135,130,0.1387,0.3385,0.2637,"The video shows a gaming interface for what appears to be a sports video game, displaying an ""UNOPENED PACKS"" screen with various pack types visible, including ""LOVELY PRESENT,"" ""BLITZ PRESENT,"" ""KRAMPUS LOGIN PACK,"" and ""SMALL PRESENT,"" with quantities noted such as ""x6,"" ""x1,"" and ""x4."" The currency display shows ""173,037,"" ""14,600,"" and ""2,343,543"" along with ""LVL 19"" and ""90."" A young man wearing a dark blue hoodie is visible in a webcam overlay in the bottom-left corner of the screen, posit",
bbf408c2d1f8954013a0f94627934303,145,134,0.1673,0.4437,0.4155,"The video takes place in a podcast studio setting, where a man sits in front of a microphone wearing a black t-shirt that reads ""CHECK IT!"" and a black baseball cap, with over-ear headphones around his neck. He wears a gold chain necklace and a bracelet on his wrist. Throughout the clip, he is speaking and gesturing with his right fist raised, his expression animated and engaged. Behind him, a banner displays ""BOSS TALK 101"" in large red letters, alongside a white banner reading ""GRIND HUSTLE"" w",
85ce3f8a52e67d97008cee3514091ec9,131,138,0.1330,0.3971,0.3247,"A person wearing a dark green and black plaid flannel shirt is shown from the chest down, standing in what appears to be a kitchen or restaurant setting with warm ambient lighting and white cabinetry visible in the background. The individual is holding a white ceramic or matte-finished bottle in one hand while tilting a dark glass wine bottle — fitted with a gold foil capsule and a partially visible label with printed text — toward it, pouring liquid from the wine bottle into the white bottle. A",
6d9ffef444f0adff1fb19dde2c5b0148,123,137,0.1203,0.4202,0.4195,"The video is set on a dirt path surrounded by lush tropical vegetation, including banana trees and dense green undergrowth, suggesting a rural African setting. A woman wearing a bright green dress is bent forward, interacting closely with a young child dressed in a striped shirt and khaki shorts. The woman appears to be examining or touching the child's face or head with her hand. A second child wearing a dark jacket stands nearby on the path, and in the background another figure can be seen wal",
a165fc99717e8be37d06e2ee0dd01117,151,140,0.0920,0.3298,0.2886,"The video shows a Madden NFL video game being played, with the action taking place on a virtual football field featuring the Washington Commanders' stadium, visible from the red ""COMMANDERS"" signage along the sideline. The HUD displays ""1st & 10,"" a score of 6-0 (UUS vs. EXO with the Atlanta Falcons logo visible), and a game clock counting down from ""0:18"" to ""0:17"" with ""43"" on the play clock. A picture-in-picture webcam feed in the lower-left corner shows a young man wearing a dark shirt and g",
1c49a0b976cda7f9da5ef7ae6188b5ed,155,137,0.3470,0.5195,0.3348,"The video shows a man wearing a black shirt and a checkered scarf being interviewed outdoors at what appears to be an evening political event, with trees and ambient lighting visible in the background. He is speaking into an ANI microphone logo visible on screen. The broadcast displays Hindi-language news chyrons and political graphics throughout. The top banner reads ""2024 में JDU के साथ 'खेला' होगा"" and later includes a question mark variant. Small portrait thumbnails of politicians labeled ""म",
72cdaffd743f6e979c1f7262e712c28d,141,146,0.1307,0.3960,0.2699,"The video takes place in a podcast studio branded with the text ""BOSS TALK 101"" and the tagline ""Where BOSSES Talk!"" displayed on banners in the background, along with repeated ""UNCLE HUSTLE"" text and star decorations. A heavyset man sits at a table behind a professional microphone on an adjustable arm, wearing a dark green hoodie with ""BOSS TAK"" visible in gold lettering, a white baseball cap worn backwards, over-ear headphones, a gold chain necklace, and a gold watch. He holds what appears to ",
0f94b42beb1a3f090a8319d283a50e60,146,144,0.1188,0.3631,0.2617,"The video is set in a podcast studio with a branded backdrop reading ""BOSS TALK 101"" and ""It's A Unique Hustle"" along with the words ""CAST,"" ""About It!,"" and partial text ""U."" A young woman with dark curly hair pulled up in a bun sits at a desk wearing a dark green graphic t-shirt and over-ear headphones, positioned in front of a studio microphone. A monitor or tablet is visible to her left, along with a dark cup on the desk. A framed image hangs on the white wall behind her. Two on-screen water",
9c6230d457eb73d526fafcc337a00c99,126,132,0.1161,0.3632,0.3712,"The video shows a man seated at a podcast recording setup, speaking into a large black condenser microphone while wearing over-ear headphones. He is dressed in a white dress shirt with gold suspenders and a red patterned bow tie, and he wears thin-framed glasses. His most striking feature is an extremely tall, dramatic silver and black styled hairdo that towers well above his head. The background is densely covered with framed photographs and memorabilia, and a mannequin torso is visible to his ",
c72790c70a8b893f4b5fdc3ab60510b3,131,131,0.1670,0.3942,0.2799,"The footage is from a residential backyard at night, captured by a security camera labeled ""Cam 04."" The timestamps read ""05-13-2022 11:33:34PM,"" ""05-13-2022 11:33:41PM,"" ""05-13-2022 11:33:47PM,"" and ""05-13-2022 11:33:53PM,"" spanning roughly 19 seconds. The scene is rendered in black-and-white night vision and shows an outdoor area with a wooden ladder, a bench or table, decorative white fence posts, a large bucket or container, and an exterior light mounted near the right side that illuminates ",
84c30afd4a7870cd0cae36fbaf103e71,129,144,0.1303,0.4179,0.3571,"The video shows a man performing indoors in front of a seated audience, with horizontal wooden blinds covering the windows behind him. He is wearing a white long-sleeve shirt, a black embroidered vest, and a red beaded necklace, and he has dark hair pulled back, with glasses. He is playing an acoustic guitar and singing into a microphone on a stand positioned in front of him. A music stand with papers is visible to his right. In the foreground, the backs of several audience members' heads are vi",
21ee864008cc234b6113bb647026717a,147,148,0.2132,0.4866,0.3612,"The video captures a legislative committee meeting recorded on April 12, 2019, as indicated by the on-screen text overlaid on all four frames: ""April 12, 2019 / House Committee on General, Housing, and Military Affairs / S.23 Increasing the Minimum Wage,"" with the ORCA logo displayed in the lower left of each frame. The setting is a conference or hearing room with a long table cluttered with laptops, papers, bottles, and various office supplies. In the earlier frames, two men in dark suits are v",
696b2d5c3d7d817003a3b4039dac0930,164,128,0.2240,0.4431,0.3373,"The footage shows a news broadcast from what appears to be an Indian television channel, capturing a political event featuring **Nitish Kumar**, identified on screen as **""CM, Bihar""**. He is seen wearing a dark suit and glasses, surrounded by several other politicians and officials in formal attire. On the left side of the screen, portrait thumbnails identify **""डिप्टी CM""** figures including **""सम्राट चौधरी""** and **""विजय सिन्हा""**, while on the right side under **""मंत्री""** are **""डॉ. प्रेम क",
9c0773f57eb7da1a174193f179ef0040,141,134,0.1647,0.4218,0.3110,"The video takes place in a podcast studio against a branded backdrop reading ""BOSS TALK 101,"" ""It's A Unique Hustle,"" ""PODCAST,"" and ""Talk About It!"" A young woman with long braided hair pulled up loosely wears a dark green long-sleeve shirt featuring a red circular graphic. She is seated at a desk in front of a black condenser microphone on a boom arm and wears over-ear headphones. A small black cup sits on the desk beside her. On the wall behind her hangs a monitor displaying another person. S",
6a2ec63f6a8a0cd131705f57d7f4b3bb,136,143,0.0765,0.3615,0.2276,"The video is recorded in what appears to be a clothing boutique or retail store, with framed photographs covering the white wall in the background, clothing racks with colorful garments, and white mannequins visible. A man wearing a dark green baseball cap, matching dark green t-shirt with the partially legible text ""YOU NEVER SH_ AT W_"" printed on it, and over-ear headphones sits in front of a podcast microphone with a foam windscreen. He is laughing and smiling broadly throughout the clip, occ",
f4f1c5c2ddc33780954d5d1c73dcef79,135,147,0.0668,0.3287,0.3194,"The scene takes place in what appears to be a hospital or clinical simulation setting. A person wearing a white patterned hospital gown featuring moons and stars is seated, holding a small pink-swaddled bundle — likely a simulated newborn — in their lap. The patient has visible tattoos on their forearms and is holding a pen and paper document in the top frames. A second person with lighter skin and a gold bracelet reaches toward the patient, and across the frames, a blue pen is exchanged or hand",
c4ba463616f99bce57922f19a96487a7,118,131,0.1390,0.3960,0.3502,"The video shows a young woman seated at a podcast recording setup, wearing a black t-shirt with a circular logo and over-ear headphones with a headband. Her hair is styled in an updo with highlights. She is positioned in front of a large microphone on a stand and is smiling and speaking throughout the clip. Behind her, a television monitor displays the text ""Johnson"" in large red letters against a light blue background, and a sign on a dark door reads ""Employees Only."" A yellow vertical stripe i",
e2a30ea5c6b50d54e868043293f7f092,134,142,0.0221,0.3357,0.2714,"The video shows a man seated and speaking into a large black microphone during what appears to be a podcast recording session. He is wearing a white dress shirt with tan suspenders and a red patterned bow tie, along with small rectangular glasses and black over-ear headphones. Most strikingly, he is wearing a tall, dramatic silver-gray wig that extends high above his head. The background wall is densely covered with framed photographs and memorabilia, with what appears to be a white mannequin to",
4736e39a5922ec099517dc1246d03494,142,142,0.3730,0.5824,0.5223,"The video shows a gaming livestream or video recording displayed on a purple-themed interface, with a picture-in-picture webcam feed of a young man wearing white headphones and a dark shirt, seated in front of a wall with framed pictures and a Christmas tree with colored lights visible in the background. The on-screen text repeatedly displays card details reading ""Team Name: Saints | College: BYU | Acquired: 12/29/2022 | Source: Pack opening"" along with a ""DESCRIPTION"" section stating ""MUT 23 Ze",
8363b1dbaf1b71d69363459b36e8c588,141,147,0.0840,0.3165,0.2770,"The video shows a screen recording of what appears to be an online collaborative mapping or systems-thinking tool, displayed in a web browser with multiple tabs open. The interface features a dark background with an interconnected network diagram composed of circular avatar icons linked by curved blue lines, resembling a mind map or systems diagram. In the upper-right corner of each view, a webcam feed shows a man wearing headphones and a dark shirt, identified by an on-screen label reading ""Gen",
456c505504c0093293b895fa1a4e96fd,135,139,0.1273,0.4543,0.3416,"The video shows a person sitting in what appears to be a home setting decorated with Christmas lights, wearing a dark t-shirt and glasses, streaming a gameplay session of Madden Ultimate Team on what appears to be a gaming console or PC. The game interface displays ""ULTIMATE TEAM"" at the top with currency values showing ""173,037,"" ""14,600,"" and ""2,343,543,"" along with a level indicator of ""19."" In the early frames, the game shows a ""CLAIM YOUR CHAMPIONS"" promotion and a ""Nickelodeon NVP"" feature",
7b33eb1206c358c0b47f875060a9ade6,126,139,0.0293,0.3865,0.2602,"The video shows a man seated at a podcast recording desk, speaking into a professional condenser microphone mounted on a desk arm. He is wearing a dark green sweatshirt with ""BOSS"" written on it in gold lettering, a white trucker-style cap, and over-ear headphones resting around his neck. A gold pendant necklace is visible. Across the frames, the man shifts his gaze and adjusts his speaking posture slightly, appearing engaged in conversation. The background features a banner reading ""UNCLE HUSTL",
824f26546738dd01fb8fec3180fdf46d,138,137,0.1554,0.4278,0.3333,"The video is recorded in what appears to be a clothing boutique or retail store, with mannequins, clothing racks, and numerous framed photographs covering the walls in the background. A man wearing a dark green T-shirt printed with the text ""YOU NEVER DO SHIT,"" a matching green baseball cap worn backward, and over-ear headphones sits in front of a condenser microphone mounted on a stand, appearing to be recording a podcast. He speaks and subtly shifts his expression and head position across the ",
d49f86bbccf884bedb83d5493c0de0e2,125,136,0.0773,0.2939,0.2803,"The video shows a podcast or studio recording session set against a backdrop of acoustic foam paneling. A man wearing headphones and a dark jacket sits in front of a microphone on a boom arm, appearing to speak or react during the recording. In the center-right portion of each frame, a smaller inset image is visible showing a muscular, shirtless man with a broad smile, wearing red shorts, his physique appearing oiled and highly defined, suggesting a bodybuilding context. The inset image appears ",
c669378ae3cb1d981e6668550c39fa5b,141,132,0.1804,0.3420,0.3357,"The video shows a close-up view of a vehicle's instrument cluster, shot from the driver's perspective through the steering wheel. The dashboard displays several gauges and warning indicators, with the steering wheel's dark curved rim visible in the foreground. Legible text on the panel reads ""UNLEADED FUEL ONLY"" at the top. The cluster includes multiple analog gauges labeled with values such as ""80,"" ""100,"" ""280,"" ""260,"" and ""8,"" along with indicators marked ""OIL PRESS PSI"" and ""OIL TEMP."" A red",
b38112731767a9319648031617bc753a,129,147,0.1287,0.3274,0.2230,"The video is a screen recording of an online educational presentation hosted by the ""UCAR CENTER FOR SCIENCE EDUCATION,"" as shown by the watermark logo in each frame's upper-left corner. The main camera angle shows an overhead view of a wooden countertop featuring a large silver mixing bowl, a used baking sheet with dark speckles, a spoon, a red pepper or food item, and what appears to be a small portion of cooked food in the lower corner. In the lower-left of each frame, a circular picture-in-p",
6d78d9e786b091f878075bd462531a25,144,120,0.2406,0.5023,0.4281,"The video shows an educational slide presentation from a course on ""CRYOGENIC ENGINEERING"" delivered by Prof. M D Atrey, Department of Mechanical Engineering, IIT Bombay. The slide is titled ""Tutorial – 1"" and displays a formula for calculating y, along with a data table showing thermodynamic properties (pressure in bar, temperature in K, enthalpy in J/g, and entropy in J/gK) for four states labeled 1, 2, f, and g. A condition of ε₂ = 0.95 is shown. Across the frames, a numerical calculation is ",
44a7773a320bf3be7ccbd6c6efc00cd8,136,145,0.1748,0.4178,0.3806,"The video takes place in what appears to be a clothing boutique or retail store, with racks of garments, mannequins, and numerous framed photographs covering the walls in the background. A man wearing a dark olive green t-shirt printed with the text ""YOU NEVER DO SHIT AT WORK"" and a matching olive green cap is seated in front of a condenser microphone on a stand, wearing over-ear headphones, suggesting a podcast or interview recording. Throughout the clip, he is actively speaking and gesturing w",
f9ecf8030fae73e934638d8fffaefc1f,135,134,0.1002,0.3755,0.2960,"The video shows a man seated at a podcast microphone in what appears to be a clothing boutique or retail store, with mannequins, racks of colorful garments, and numerous framed photographs covering the walls behind him. He is wearing a dark green baseball cap, matching green T-shirt printed with the text ""YOU NEVER DO SH!T,"" and over-ear Beats headphones. He speaks into a large condenser microphone mounted on a stand, and his facial expression and mouth position shift slightly across the frames ",
f23c64e83137fa79d3f03f9a4a51a3ec,123,136,0.1911,0.4197,0.3926,"The video shows a young man with blonde hair, round wire-framed glasses, and a light mustache, wearing a navy blue t-shirt and white over-ear headphones with a gold chain necklace visible. He is seated in front of a black microphone in what appears to be a podcast or streaming setup. Behind him is a decorative Christmas tree with multicolored lights on the left and a framed poster or sign on the right displaying the number ""20"" alongside what appears to be a sports logo, mounted on a light-color",
2d8b0e6f0d94a2960e581461719b9db2,140,148,0.0765,0.2617,0.2543,"The video shows a virtual meeting captured via video conferencing software, displaying a gallery view of approximately ten participants arranged in a grid. The participants include both men and women of varying ages; one woman wears a blue and white patterned sweater, another person wears a headset with glasses against a yellow background, and several men appear in casual or business-casual attire. Some participant tiles show virtual backgrounds, including an image of a red brick building with a",
173485aa4d9fc6bfc52499252fe0fb18,133,147,0.0609,0.3466,0.2966,"The video takes place in a podcast studio decorated with a dense wall of framed photographs. A man sits at a microphone wearing a white dress shirt, tan suspenders, a red glittery bow tie, glasses, and a striking tall gray wig that rises dramatically above his head; he also wears over-ear headphones. Across the frames, he appears to be speaking animatedly into the large condenser microphone mounted on a stand before him. In the background, a second person in a dark hoodie can be seen moving near",
36f944f7cc3d260e9db9aae1bbd879fb,149,143,0.2979,0.5022,0.3409,"The video shows a man seated inside a car, visible through the open window, wearing a dark maroon vest over a white long-sleeve shirt. He is speaking and gesturing with his right hand, forming an ""OK"" sign with his fingers near his face. An ANI microphone is held up toward him. The broadcast displays breaking news graphics with the text ""BREAKING NEWS"" in bold yellow letters along the bottom. The top banner reads ""नीतीशको तेजस्वी की 'सीधी धमकी'"" in the first frames, and ""2024 में JDU के साथ"" in ",
4bf4d3694d4fa31ce9da15cf4ce241e9,126,143,0.0328,0.2614,0.2590,"The video shows a close-up view of a workbench or workshop surface cluttered with various metal tools and parts, including what appears to be a heavily worn or corroded metal component with a serrated or decorative edge, a C-clamp, a cable or wire, and other hand tools. A long white cylindrical rod or dowel is positioned diagonally across the frame. A person's hand — bare, with visible weathering on the skin — moves in and out of the scene, appearing to adjust or handle items on the surface. The",
4f716d5a7f1c0326695a17eb59e2197e,132,132,0.1490,0.4299,0.3223,"The video shows a man seated and speaking at what appears to be a podcast recording studio. He is wearing a white long-sleeve shirt, tan suspenders, and a red patterned bow tie, along with glasses and over-ear headphones. Most notably, he is wearing a tall, dramatic gray wig that extends high above his head. In front of him is a large black condenser microphone on a stand. The background wall is densely covered with framed photographs. The on-screen text reads ""**BOSS TALK 101**"" and ""**PODCAST*",
d1ab019b78c6e108cca9f510bb6f7e1b,143,151,0.1628,0.4514,0.3399,"The video showcases the interior of a spacious, well-appointed residential home, likely a real estate walkthrough or property tour. No people are present in any of the frames. The home features cream and yellow walls, marble or tile flooring, and decorative stone-clad pillars and partition walls. In the first portion of the clip, a living and dining area is visible, furnished with a brown leather recliner sofa set, a white coffee table atop a red patterned rug, white dining chairs around a dark ",
